action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,10,40800227,33.9063,130,138,-118.1398,11,1,1,2008-09,11,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/17/09,LAL vs. HOU,HOU
Driving Layup Shot,Layup,14,40800227,34.0443,0,0,-118.2698,10,1,1,2008-09,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/17/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,156,40800227,33.7873,-52,257,-118.3218,7,2,1,2008-09,54,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/17/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,163,40800227,33.9023,-112,142,-118.3818,6,2,1,2008-09,52,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/17/09,LAL vs. HOU,HOU
Layup Shot,Layup,184,40800227,34.0443,0,0,-118.2698,5,2,1,2008-09,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/17/09,LAL vs. HOU,HOU
Layup Shot,Layup,208,40800227,34.0443,0,0,-118.2698,3,2,1,2008-09,32,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/17/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,238,40800227,33.8393,173,205,-118.0968,1,2,1,2008-09,2,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/17/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,258,40800227,33.7723,50,272,-118.2198,10,3,1,2008-09,8,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/17/09,LAL vs. HOU,HOU
Reverse Layup Shot,Layup,341,40800227,34.0183,-8,26,-118.2778,1,3,1,2008-09,21,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/17/09,LAL vs. HOU,HOU
Jump Shot,Jump Shot,14,40800311,33.9803,-52,64,-118.3218,10,1,1,2008-09,25,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,26,40800311,33.9133,-103,131,-118.3728,9,1,1,2008-09,21,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/19/09,LAL vs. DEN,DEN
Layup Shot,Layup,34,40800311,34.0443,0,0,-118.2698,8,1,1,2008-09,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Jump Bank Shot,Jump Shot,47,40800311,33.9693,-65,75,-118.3348,6,1,1,2008-09,10,9,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/19/09,LAL vs. DEN,DEN
Turnaround Jump Shot,Jump Shot,83,40800311,34.0433,133,1,-118.1368,2,1,1,2008-09,10,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,85,40800311,33.9073,111,137,-118.1588,1,1,1,2008-09,38,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,171,40800311,33.9393,-54,105,-118.3238,7,2,1,2008-09,44,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,194,40800311,34.0183,-149,26,-118.4188,6,2,1,2008-09,10,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,216,40800311,34.0443,160,0,-118.1098,4,2,1,2008-09,43,16,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/19/09,LAL vs. DEN,DEN
Driving Dunk Shot,Dunk,225,40800311,34.0443,0,0,-118.2698,4,2,1,2008-09,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,244,40800311,33.8523,-185,192,-118.4548,3,2,1,2008-09,15,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,252,40800311,33.9733,-224,71,-118.4938,2,2,1,2008-09,42,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,5/19/09,LAL vs. DEN,DEN
Layup Shot,Layup,256,40800311,34.0443,0,0,-118.2698,2,2,1,2008-09,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,289,40800311,33.9103,-71,134,-118.3408,0,2,1,2008-09,22,15,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/19/09,LAL vs. DEN,DEN
Driving Dunk Shot,Dunk,314,40800311,34.0443,0,0,-118.2698,11,3,1,2008-09,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Layup Shot,Layup,344,40800311,34.0443,0,0,-118.2698,6,3,1,2008-09,35,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Turnaround Bank shot,Bank Shot,373,40800311,34.0003,-24,44,-118.2938,4,3,1,2008-09,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,376,40800311,34.0073,67,37,-118.2028,3,3,1,2008-09,20,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,412,40800311,33.8683,86,176,-118.1838,0,3,1,2008-09,43,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,441,40800311,33.7893,99,255,-118.1708,10,4,1,2008-09,10,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/19/09,LAL vs. DEN,DEN
Layup Shot,Layup,475,40800311,34.0443,0,0,-118.2698,6,4,1,2008-09,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/09,LAL vs. DEN,DEN
Fadeaway Jump Shot,Jump Shot,498,40800311,34.0273,141,17,-118.1288,5,4,1,2008-09,43,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,525,40800311,33.8463,47,198,-118.2228,3,4,1,2008-09,12,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,549,40800311,33.8493,81,195,-118.1888,0,4,1,2008-09,36,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/19/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,12,40800312,33.8853,-93,159,-118.3628,9,1,1,2008-09,27,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/21/09,LAL vs. DEN,DEN
Layup Shot,Layup,56,40800312,34.0443,0,0,-118.2698,6,1,1,2008-09,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Layup Shot,Layup,67,40800312,34.0443,0,0,-118.2698,5,1,1,2008-09,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Layup Shot,Layup,115,40800312,34.0443,0,0,-118.2698,1,1,1,2008-09,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Layup Shot,Layup,124,40800312,34.0443,0,0,-118.2698,0,1,1,2008-09,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,212,40800312,33.9783,10,66,-118.2598,4,2,1,2008-09,43,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Fadeaway Jump Shot,Jump Shot,247,40800312,34.0413,-120,3,-118.3898,2,2,1,2008-09,8,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,254,40800312,33.8743,-106,170,-118.3758,1,2,1,2008-09,27,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,300,40800312,33.9963,9,48,-118.2608,9,3,1,2008-09,13,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Driving Dunk Shot,Dunk,367,40800312,34.0443,0,0,-118.2698,3,3,1,2008-09,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,421,40800312,33.8363,-98,208,-118.3678,0,3,1,2008-09,17,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,465,40800312,33.9583,-64,86,-118.3338,9,4,1,2008-09,24,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,469,40800312,33.8553,-161,189,-118.4308,8,4,1,2008-09,43,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,530,40800312,33.9813,24,63,-118.2458,4,4,1,2008-09,2,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,549,40800312,33.8003,106,244,-118.1638,1,4,1,2008-09,59,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/21/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,563,40800312,33.9723,58,72,-118.2118,0,4,1,2008-09,45,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/21/09,LAL vs. DEN,DEN
Driving Layup Shot,Layup,49,40800313,34.0443,0,0,-118.2698,7,1,1,2008-09,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,112,40800313,33.8613,-114,183,-118.3838,2,1,1,2008-09,20,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/23/09,LAL @ DEN,DEN
Turnaround Fadeaway shot,Jump Shot,193,40800313,34.0163,179,28,-118.0908,8,2,1,2008-09,2,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,219,40800313,33.8473,-153,197,-118.4228,5,2,1,2008-09,40,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/23/09,LAL @ DEN,DEN
Reverse Layup Shot,Layup,223,40800313,34.0443,0,0,-118.2698,5,2,1,2008-09,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Driving Layup Shot,Layup,226,40800313,34.0443,0,0,-118.2698,4,2,1,2008-09,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Layup Shot,Layup,271,40800313,34.0443,0,0,-118.2698,1,2,1,2008-09,12,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Layup Shot,Layup,297,40800313,34.0443,0,0,-118.2698,11,3,1,2008-09,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,300,40800313,33.9423,149,102,-118.1208,11,3,1,2008-09,2,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,314,40800313,33.9833,15,61,-118.2548,9,3,1,2008-09,37,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,323,40800313,33.9783,28,66,-118.2418,9,3,1,2008-09,3,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,330,40800313,33.8773,-172,167,-118.4418,8,3,1,2008-09,31,23,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,383,40800313,33.9133,140,131,-118.1298,3,3,1,2008-09,49,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,417,40800313,33.8913,189,153,-118.0808,1,3,1,2008-09,22,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,506,40800313,33.8493,160,195,-118.1098,5,4,1,2008-09,31,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/23/09,LAL @ DEN,DEN
Running Jump Shot,Jump Shot,522,40800313,33.9883,-56,56,-118.3258,3,4,1,2008-09,6,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,533,40800313,33.8393,105,205,-118.1648,2,4,1,2008-09,30,23,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,551,40800313,33.8983,-191,146,-118.4608,1,4,1,2008-09,9,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/23/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,56,40800314,33.8083,108,236,-118.1618,6,1,1,2008-09,6,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Driving Layup Shot,Layup,60,40800314,34.0443,0,0,-118.2698,5,1,1,2008-09,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,132,40800314,33.8633,125,181,-118.1448,0,1,1,2008-09,32,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Running Bank shot,Bank Shot,135,40800314,34.0003,89,44,-118.1808,0,1,1,2008-09,0,9,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,179,40800314,33.8573,173,187,-118.0968,8,2,1,2008-09,15,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,202,40800314,34.0273,187,17,-118.0828,6,2,1,2008-09,17,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Fadeaway Jump Shot,Jump Shot,212,40800314,34.0073,163,37,-118.1068,5,2,1,2008-09,48,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,222,40800314,33.8663,-183,178,-118.4528,5,2,1,2008-09,3,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,249,40800314,34.0293,234,15,-118.0358,2,2,1,2008-09,47,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,265,40800314,33.9343,125,110,-118.1448,1,2,1,2008-09,8,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,288,40800314,33.9173,-123,127,-118.3928,0,2,1,2008-09,28,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,345,40800314,33.8633,-45,181,-118.3148,7,3,1,2008-09,40,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,351,40800314,33.8843,140,160,-118.1298,7,3,1,2008-09,8,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,373,40800314,33.9773,181,67,-118.0888,4,3,1,2008-09,34,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,414,40800314,33.7893,-40,255,-118.3098,0,3,1,2008-09,52,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,504,40800314,33.7863,18,258,-118.2518,6,4,1,2008-09,30,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,506,40800314,33.9913,124,53,-118.1458,6,4,1,2008-09,24,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,520,40800314,33.8333,7,211,-118.2628,5,4,1,2008-09,54,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,525,40800314,33.9733,182,71,-118.0878,5,4,1,2008-09,19,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,532,40800314,33.7973,9,247,-118.2608,4,4,1,2008-09,35,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,534,40800314,33.7923,-52,252,-118.3218,4,4,1,2008-09,5,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,583,40800314,34.0103,228,34,-118.0418,2,4,1,2008-09,40,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,585,40800314,33.7903,12,254,-118.2578,2,4,1,2008-09,35,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/25/09,LAL @ DEN,DEN
Layup Shot,Layup,589,40800314,34.0443,0,0,-118.2698,1,4,1,2008-09,49,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/25/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,20,40800315,33.9343,-191,110,-118.4608,8,1,1,2008-09,51,22,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,32,40800315,33.8193,119,225,-118.1508,8,1,1,2008-09,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/27/09,LAL vs. DEN,DEN
Layup Shot,Layup,267,40800315,34.0443,0,0,-118.2698,1,2,1,2008-09,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/27/09,LAL vs. DEN,DEN
Layup Shot,Layup,274,40800315,34.0443,0,0,-118.2698,1,2,1,2008-09,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/27/09,LAL vs. DEN,DEN
Alley Oop Dunk Shot,Dunk,309,40800315,34.0443,0,0,-118.2698,11,3,1,2008-09,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,322,40800315,33.8653,-120,179,-118.3898,9,3,1,2008-09,12,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,391,40800315,33.7723,18,272,-118.2518,2,3,1,2008-09,38,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,398,40800315,33.8583,-190,186,-118.4598,2,3,1,2008-09,7,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,422,40800315,33.9883,26,56,-118.2438,11,4,1,2008-09,17,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,428,40800315,33.7843,69,260,-118.2008,10,4,1,2008-09,12,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,488,40800315,33.8413,-166,203,-118.4358,4,4,1,2008-09,54,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/27/09,LAL vs. DEN,DEN
Layup Shot,Layup,515,40800315,34.0443,0,0,-118.2698,3,4,1,2008-09,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,564,40800315,33.7673,0,277,-118.2698,0,4,1,2008-09,2,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/27/09,LAL vs. DEN,DEN
Jump Shot,Jump Shot,35,40800316,33.9883,-172,56,-118.4418,7,1,1,2008-09,30,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,69,40800316,33.9663,58,78,-118.2118,4,1,1,2008-09,44,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/29/09,LAL @ DEN,DEN
Driving Finger Roll Layup Shot,Layup,79,40800316,34.0443,0,0,-118.2698,2,1,1,2008-09,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,82,40800316,33.9783,47,66,-118.2228,2,1,1,2008-09,0,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,197,40800316,33.9733,-105,71,-118.3748,2,2,1,2008-09,39,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,209,40800316,34.0333,-209,11,-118.4788,1,2,1,2008-09,4,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,220,40800316,34.0133,108,31,-118.1618,0,2,1,2008-09,8,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,224,40800316,34.0143,231,30,-118.0388,0,2,1,2008-09,4,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,236,40800316,33.8463,-179,198,-118.4488,11,3,1,2008-09,3,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,250,40800316,33.9323,59,112,-118.2108,10,3,1,2008-09,0,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/29/09,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,277,40800316,34.0213,-158,23,-118.4278,7,3,1,2008-09,54,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,5/29/09,LAL @ DEN,DEN
Turnaround Jump Shot,Jump Shot,290,40800316,33.8773,43,167,-118.2268,5,3,1,2008-09,28,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/29/09,LAL @ DEN,DEN
Running Bank shot,Bank Shot,294,40800316,33.9703,-49,74,-118.3188,5,3,1,2008-09,3,8,1,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,307,40800316,33.8693,28,175,-118.2418,4,3,1,2008-09,2,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/29/09,LAL @ DEN,DEN
Fadeaway Jump Shot,Jump Shot,326,40800316,33.9803,181,64,-118.0888,2,3,1,2008-09,42,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/29/09,LAL @ DEN,DEN
Driving Dunk Shot,Dunk,391,40800316,34.0443,0,0,-118.2698,8,4,1,2008-09,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/29/09,LAL @ DEN,DEN
Driving Finger Roll Layup Shot,Layup,396,40800316,34.0443,0,0,-118.2698,6,4,1,2008-09,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/29/09,LAL @ DEN,DEN
Jump Shot,Jump Shot,399,40800316,33.9503,233,94,-118.0368,6,4,1,2008-09,14,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/29/09,LAL @ DEN,DEN
Floating Jump shot,Jump Shot,12,40800401,34.0023,12,42,-118.2578,9,1,1,2008-09,47,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,16,40800401,34.0413,-168,3,-118.4378,9,1,1,2008-09,8,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,26,40800401,33.9893,42,55,-118.2278,8,1,1,2008-09,12,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,34,40800401,33.8913,-52,153,-118.3218,7,1,1,2008-09,42,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,6/4/09,LAL vs. ORL,ORL
Driving Layup Shot,Layup,37,40800401,34.0443,0,0,-118.2698,7,1,1,2008-09,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,45,40800401,33.9613,-4,83,-118.2738,6,1,1,2008-09,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,111,40800401,33.8573,36,187,-118.2338,0,1,1,2008-09,52,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,6/4/09,LAL vs. ORL,ORL
Layup Shot,Layup,118,40800401,34.0443,0,0,-118.2698,0,1,1,2008-09,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,171,40800401,33.8763,102,168,-118.1678,5,2,1,2008-09,59,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,6/4/09,LAL vs. ORL,ORL
Jump Shot,Jump Shot,175,40800401,33.9503,110,94,-118.1598,5,2,1,2008-09,22,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,6/4/09,LAL vs. ORL,ORL
